日期,小红书_koc,抖音_koc,抖音_直播,微博_热搜位,百度_热搜位,长视频_独家冠名,论坛_大V,央视_黄金档硬广,央视_黄金档冠名,央视频,AI_问答类,天猫_站内,天猫_站外,京东_站内,京东_站外,电梯广告_写字楼,电梯广告_小区,商场大屏,机场,高铁,候车亭,户外广告牌,全域投放量,大促热度,市场竞争指数,品牌大众认知指数,品牌社媒搜索指数,品牌电商搜索指数,品牌线上销量指数,品牌线下销量指数
2024/5/9,4398,4183,522,15484,705,76493,640,46800,51637,4294,764,908,953,991,508,1411,3829,11654,30879,28300,6010,2083,40304.46391,89,56,89,61,45,20,90
2024/5/10,9992,1341,520,34454,1220,47875,1519,85544,50388,4984,972,767,585,946,879,5340,9547,18253,27895,53591,5563,3559,12882.7985,84,23,2,72,36,93,76
2024/5/11,4346,2977,770,6620,2250,56499,1648,72936,51558,5229,769,797,702,917,620,2857,8959,14950,39654,54224,6174,4448,41214.75344,77,38,80,99,5,7,85
2024/5/12,8897,4881,582,28676,2985,44585,2988,94065,77593,4084,820,726,887,672,613,5642,7813,20774,54127,43242,6820,4039,43811.04238,22,8,35,96,87,2,56
2024/5/13,8517,2990,969,82046,429,70037,1202,64040,55218,8166,986,974,977,837,671,3189,8957,56065,55829,58267,7504,7720,39694.81807,59,84,59,29,98,49,98
2024/5/14,4510,2141,946,35924,1414,67136,2732,39523,60785,2829,686,661,641,902,865,6304,3844,35060,23354,52199,6978,9818,56360.44516,86,97,69,83,94,56,33
2024/5/15,7034,4878,501,51234,1583,62292,1057,61174,54097,3840,642,806,969,725,558,2656,6372,53090,44302,25864,5942,1164,31204.95104,39,21,11,48,72,57,32
2024/5/16,1675,1280,876,18494,768,94803,2766,98934,50488,5764,509,679,854,968,551,6518,3607,50355,47291,11799,6748,6588,19795.34819,78,86,27,99,73,83,76
2024/5/17,6764,3319,994,55721,1106,85237,641,94539,93323,6375,527,953,960,894,988,2374,5423,9338,46643,33250,6702,3757,28419.37802,85,21,87,28,66,73,25
2024/5/18,2369,4841,891,63410,1781,67998,632,52299,62899,1400,743,913,579,833,518,5865,5748,47977,33736,17615,9882,9714,9043.736515,13,60,82,88,95,52,39
2024/5/19,2055,1008,831,79926,1160,30247,851,45137,62246,1520,940,726,701,551,903,6586,4927,10447,43782,25715,5019,6521,59580.91371,11,64,64,42,48,64,81
2024/5/20,7079,2495,869,8914,2421,17541,1312,48272,64393,3265,948,582,726,728,921,4271,6056,16836,39778,54084,6140,6469,19763.27536,42,16,57,95,36,84,91
2024/5/21,6804,1915,955,45883,735,21951,2218,57932,83209,6943,819,915,574,570,654,8204,7871,53081,19192,11870,6711,5906,63908.20697,69,87,1,97,37,57,49
2024/5/22,6803,4844,535,18969,1350,10897,590,36910,68559,8983,949,963,524,751,527,7192,8932,16451,27368,36891,6203,6137,91400.15578,46,17,98,78,27,40,37
2024/5/23,3810,756,560,94630,2090,14954,485,47688,84009,7135,914,541,988,643,893,5222,4939,42291,47719,59147,7175,7107,28757.87393,49,16,19,96,21,24,9
2024/5/24,3993,3356,820,17452,719,11947,639,94764,74332,5245,996,737,861,760,758,3732,5840,34905,40084,22232,5516,5378,74518.3439,45,3,84,84,59,34,47
2024/5/25,2370,1596,529,33114,1513,21699,2320,83854,89798,1579,600,756,843,976,985,5416,3885,16106,40874,12861,9263,5102,58637.50419,73,75,69,9,80,47,92
2024/5/26,2822,3433,617,80863,2233,76415,1752,48041,82641,2505,747,590,906,649,761,6858,3405,16654,11358,46555,5269,7750,8866.945122,34,29,40,84,78,89,30
2024/5/27,4247,4345,568,38610,2966,30539,424,87304,73874,7223,826,895,713,764,709,8570,682,42070,48072,43048,9703,8155,70036.75474,79,10,16,38,98,26,43
2024/5/28,8882,3183,636,47777,386,16213,2166,99896,67625,3984,925,673,522,975,840,6088,2951,14280,17906,14728,8778,6593,80021.49606,25,24,34,91,37,57,72
2024/5/29,3772,2870,882,86472,2651,97859,339,41232,76919,5449,960,524,701,529,903,9671,4804,24909,11086,13361,6483,5271,17809.85287,17,48,7,7,96,90,79
2024/5/30,1721,2173,884,53105,2653,48245,920,65734,57554,4660,859,612,935,986,698,4145,6812,24862,25893,34849,5264,8659,58166.91043,45,64,8,81,70,91,36
2024/5/31,7396,1914,775,62076,2408,99161,1422,79082,82458,5638,730,710,943,607,813,3027,7264,13556,58439,33800,5543,1898,67391.96576,50,68,8,56,22,1,85
2024/6/1,9072,1100,951,22775,592,40264,1097,48814,87673,1240,980,590,650,618,879,3232,3974,36431,12656,17880,5216,4798,15437.8264,42,19,46,95,7,12,91
2024/6/2,1844,1114,804,54794,2794,37549,705,81788,70476,1331,999,796,682,831,761,1617,3729,19392,13983,20006,8137,4268,4600.293705,41,63,87,98,71,81,14
2024/6/3,5795,1801,687,11959,579,22598,680,69657,64897,8491,985,827,679,724,956,5080,5369,32450,38644,46907,8046,4563,23263.94894,64,76,42,7,67,49,89
2024/6/4,4153,2692,878,74526,925,33559,1708,97439,83744,7209,689,798,583,663,816,6956,8725,53066,31482,54350,6126,6211,6994.626896,73,12,92,81,27,85,38
2024/6/5,1358,3366,905,41429,1619,62940,2163,69820,55789,8876,856,697,734,785,773,6306,5389,58293,41657,41502,5072,2348,63545.86428,80,80,43,98,45,59,45
2024/6/6,1291,2979,530,26095,2999,62021,888,43395,52913,4094,824,638,652,914,662,1551,1998,34277,47303,42193,7650,6142,51482.72939,34,11,89,5,56,96,96
2024/6/7,3875,3272,760,93916,2787,16618,2016,50715,75487,6642,956,584,745,922,632,565,4933,45084,25366,26346,7126,4504,24026.34967,70,15,25,24,53,1,75
2024/6/8,6009,1078,509,74571,431,88955,2876,47620,54882,2899,824,965,929,935,969,8231,6416,58703,41286,11088,7325,6436,1974.416186,33,97,24,42,72,22,37
2024/6/9,9693,633,636,97139,1620,69276,591,83750,72411,8242,677,629,960,863,989,3706,5123,9058,41946,19299,7385,8447,27916.5572,59,58,53,7,20,57,33
2024/6/10,6006,4836,783,27230,858,86112,1623,60698,96621,1143,552,689,882,727,839,8569,3397,27982,53623,47414,5980,5554,82416.20573,75,84,51,98,33,36,93
2024/6/11,3696,2879,761,73652,1968,83241,445,50133,75285,6568,758,969,782,910,575,5126,1268,8836,14790,30761,8418,8404,8333.585979,94,3,66,32,21,42,66
2024/6/12,3554,4016,820,71991,2626,54530,2630,49640,66481,2546,572,587,671,769,679,9686,1140,31816,16007,43559,7042,1161,46983.09606,38,69,45,46,72,29,76
2024/6/13,3580,631,986,81533,513,61922,2448,64094,81090,9149,822,828,643,668,856,4851,9952,18158,18682,37835,8780,9093,13492.36448,59,41,28,18,62,80,65
2024/6/14,4638,2146,534,74265,573,28836,406,68389,68740,6047,596,937,808,787,603,2459,8454,5137,55879,34393,5422,4688,81354.74149,65,66,53,14,25,99,12
2024/6/15,7440,1953,543,14640,2952,27798,1219,60159,68582,1335,768,793,721,505,900,5727,7134,17241,43387,34908,8377,7622,25264.36022,20,78,83,78,38,75,35
2024/6/16,4970,621,542,97570,1821,80329,2007,80122,90044,4386,572,548,561,738,719,2429,934,51375,14767,48435,9583,1852,43526.37619,66,30,72,0,8,84,51
2024/6/17,5300,4761,771,21227,2199,24621,1082,52422,95083,1159,539,536,762,517,982,7226,5415,47117,40676,45192,9290,3418,78595.45173,40,17,6,57,3,90,15
2024/6/18,2937,4007,805,17430,2874,92193,1433,72488,69655,7346,626,668,548,853,900,6825,2335,9118,38993,37176,5111,8267,40685.44776,53,0,57,14,39,0,0
2024/6/19,2662,3801,927,65272,2491,74259,524,88538,81152,2567,998,845,510,749,580,9934,4883,40471,50044,28081,6293,5658,36492.12875,79,50,92,57,1,75,91
2024/6/20,4155,3208,896,57309,1254,12863,2949,81914,60490,2115,714,718,637,847,798,1000,7659,18801,23114,53804,9889,8820,47324.81131,11,59,81,37,72,17,46
2024/6/21,5891,1044,895,97172,771,14731,1992,39973,98368,6869,741,899,579,544,802,3846,1777,37414,26002,50413,8820,9692,5977.329789,21,94,17,41,63,44,76
2024/6/22,2265,1244,880,50490,2938,80020,285,44248,52994,1239,768,768,618,728,581,3666,938,11187,48124,36105,8879,4420,49904.58117,80,80,1,14,66,5,89
2024/6/23,2887,1978,735,46839,1018,97118,1062,43286,67878,5820,852,577,818,555,801,7917,9571,55054,39227,45832,9508,2131,53153.02366,24,9,94,62,89,47,54
2024/6/24,4766,1620,603,7624,1722,46103,2677,64874,56107,2985,705,772,827,669,947,3713,1611,30903,25072,22557,7839,4698,27313.07654,24,79,79,17,88,25,63
2024/6/25,6386,3350,807,16129,2826,84391,2145,66975,81204,6142,714,566,989,653,894,4024,9903,35974,37708,46569,8932,4422,75753.60964,47,99,25,31,95,70,13
2024/6/26,2482,3935,761,27416,2564,86820,1319,94419,53302,3660,804,985,723,904,921,6681,1037,44677,41519,25401,6010,4230,13646.65262,74,37,49,87,33,74,51
2024/6/27,8272,1144,518,25280,1515,21285,2429,38872,76983,4525,527,561,573,637,723,7278,2829,12369,52168,37244,7234,8876,37769.91447,53,57,48,70,60,45,71
2024/6/28,7820,2340,740,76083,530,88370,1968,94123,67134,6988,521,877,533,814,831,564,8624,59907,24897,34290,6430,3779,11761.26978,54,31,85,35,17,69,39
2024/6/29,9954,1029,880,84421,2548,53807,2402,80787,63638,1328,624,628,629,768,663,2319,3546,12551,28539,50703,6057,8189,30898.46991,66,38,98,85,81,25,38
2024/6/30,5981,2747,782,2374,882,37394,1245,44053,82405,1185,507,801,953,788,723,5710,1559,29265,31137,18267,7223,4991,63105.40513,0,82,11,22,15,9,78
2024/7/1,2877,2013,995,94395,1272,22665,2985,45127,82703,3938,864,891,628,692,795,4528,2723,13573,32786,58705,6011,8718,23793.91852,15,49,50,19,73,78,12
2024/7/2,7118,4969,847,33555,536,77158,1962,93182,86192,6423,764,799,519,685,520,5241,9059,9845,34171,53418,9078,9036,6658.368652,4,51,98,57,34,66,96
2024/7/3,8570,3864,570,53651,1190,16675,2464,50090,97917,5029,820,538,988,886,944,6796,1526,55057,30028,35814,5901,5531,66193.73735,83,90,90,56,83,48,54
2024/7/4,7240,4754,873,4510,1459,85593,800,50901,72551,9436,895,749,733,954,575,7738,7893,35608,42600,49553,6640,1025,6038.000753,76,63,25,50,98,53,47
2024/7/5,3071,3242,661,37773,585,99316,2456,34980,61885,5870,966,658,622,919,999,8037,3520,9976,55583,11944,5834,1894,47408.36242,51,31,42,70,26,40,11
2024/7/6,6004,1688,915,86254,780,36523,2592,64048,64780,5542,880,955,744,928,881,6180,1323,55011,11471,13542,7589,4898,815.2359502,85,35,42,46,61,2,40
2024/7/7,1970,3944,575,37216,2138,55738,1369,95247,52244,7403,814,649,830,797,780,3214,9384,43269,35473,47030,6259,6461,55679.85877,24,55,65,99,41,19,57
2024/7/8,6378,1381,536,75797,1218,61459,2831,54449,77557,2232,768,563,657,548,912,5482,3871,14142,12931,39215,5682,5539,44392.56689,72,77,97,64,66,8,64
2024/7/9,7645,2222,633,53031,1283,64145,2678,58840,87810,2744,866,880,919,801,604,3325,9002,31127,17475,32660,9766,7014,16621.23198,95,67,2,31,97,97,35
2024/7/10,2884,1391,533,25374,1815,40271,2136,95945,54846,4806,998,804,785,867,566,5248,9138,24257,33750,53910,7650,3852,69750.84363,32,61,5,8,57,11,42
2024/7/11,1217,3930,812,6237,1805,34197,884,72096,77229,1246,956,502,640,901,992,3812,4759,39185,43749,14102,5129,9759,81169.52619,81,51,39,67,22,9,75
2024/7/12,1906,1734,531,6129,821,21560,1093,53087,99828,3735,926,665,646,613,748,8770,4692,7253,53607,38021,9785,4289,42041.08129,21,41,70,90,79,79,95
2024/7/13,8445,4399,715,33552,1233,32067,1930,80238,93919,7788,706,727,628,756,610,517,1924,27666,53887,37379,8154,8873,53658.67419,73,42,99,97,32,82,18
2024/7/14,8526,3769,702,59054,1945,46388,1121,73170,98101,4568,913,701,595,698,521,4904,1513,5014,58053,10832,6113,1421,38702.02364,60,54,27,4,77,54,41
2024/7/15,7618,1529,836,76581,2894,46485,2506,49379,82887,5567,585,975,975,930,674,6672,4415,28459,25537,15998,7741,5383,44010.95322,63,26,26,77,66,52,57
2024/7/16,4116,2435,663,86889,1393,88550,607,73575,94254,1371,869,981,916,823,543,5361,7285,11355,10994,17966,6263,9548,46148.14704,85,17,48,7,32,9,92
2024/7/17,2208,4078,921,88500,1844,99341,1250,33083,51798,4388,990,748,517,932,760,2875,5498,53531,30180,14677,5511,9736,54047.59767,87,47,50,64,3,13,21
2024/7/18,7964,4949,668,98698,854,57000,1092,52739,77830,9262,954,535,556,893,757,2744,421,38119,33049,45556,8772,9303,49010.78457,26,69,30,33,90,71,16
2024/7/19,3098,4695,768,79359,1696,64081,545,56856,66886,4045,859,590,616,629,666,5246,4115,50752,30798,48332,7991,8792,20352.39253,12,78,70,53,75,41,34
2024/7/20,6476,2739,936,3406,2630,34830,2998,40665,74975,5844,893,584,996,899,958,9511,1307,23997,44196,29883,5802,5578,54366.5255,44,50,96,68,86,22,25
2024/7/21,2758,2597,564,20731,1465,36126,1212,59161,95650,2299,995,946,792,859,556,3215,3417,35360,24370,33069,8497,7202,60951.32697,85,36,57,75,86,68,85
2024/7/22,4107,1779,926,49580,2184,38470,1490,87716,55155,9678,582,813,917,886,504,2025,5369,7486,23984,11345,5800,8506,6568.924775,63,45,28,96,37,89,9
2024/7/23,2632,3269,771,56826,2263,60763,373,35160,72074,7812,748,979,707,625,501,5025,8307,5796,35283,58785,6851,5978,78828.17487,20,29,58,32,31,11,2
2024/7/24,9036,1551,715,5030,398,71481,690,73979,99997,6015,912,759,857,932,882,9341,8786,52869,33456,54002,6677,9717,57705.56875,63,33,3,33,0,34,95
2024/7/25,4996,1188,509,73105,1625,87509,2362,46151,90919,6124,529,587,951,945,746,1097,9243,44666,17549,34218,5680,1852,8270.005339,55,84,67,26,90,9,83
2024/7/26,3105,1461,985,73457,2378,90131,2083,78129,67097,8915,645,829,794,998,521,2300,7547,24007,58045,21685,5225,2001,62215.23333,43,90,17,10,47,68,51
2024/7/27,2529,853,637,45154,2637,39117,2878,99851,65544,6175,893,993,890,960,701,2999,5229,54908,53011,34542,6414,8663,1639.406175,77,59,55,87,81,77,22
2024/7/28,8839,2115,799,30072,992,67324,2375,81174,90477,4951,740,626,743,925,635,2396,9240,46439,32807,49429,8855,3815,80878.66108,49,36,21,25,46,12,61
2024/7/29,9280,2448,654,24447,1668,94630,738,86367,57102,9359,518,903,889,543,993,8132,2944,54026,34170,48229,7481,1165,15858.21708,87,57,76,27,64,9,38
2024/7/30,7208,1468,830,62833,2454,41576,1973,42314,53120,6918,737,594,894,517,646,504,4615,22015,47965,41056,6259,8321,9643.387046,52,17,70,52,93,57,71
2024/7/31,8600,3538,967,47643,2699,41999,2248,60544,61581,8233,884,728,777,723,659,3311,3350,47426,27299,52664,9076,3139,45556.27152,27,80,51,4,11,2,11
2024/8/1,8274,2032,927,91515,1342,49782,447,87813,72625,3075,810,956,774,654,833,4971,6229,43104,45729,16809,8103,9630,86862.10094,5,65,54,83,80,79,41
2024/8/2,5246,1479,776,94662,2825,83201,2360,89054,76820,9319,560,802,697,706,694,5533,9011,48498,27174,49488,7701,5855,60892.48579,82,62,69,99,52,95,50
2024/8/3,2460,816,534,61295,1945,63771,2235,97019,55936,9821,776,568,696,857,555,4970,9655,35289,50300,49608,6606,3129,44969.51462,3,24,40,3,51,31,61
2024/8/4,4647,4713,628,20465,2613,70205,1921,71783,83088,2021,930,999,823,767,726,5599,9074,24206,58290,27609,8014,6822,23946.27756,57,63,33,72,50,11,10
2024/8/5,9853,1079,814,79621,1952,64288,2349,67036,55269,5527,959,573,749,523,518,583,8242,26460,52656,53144,8379,8824,27848.90004,7,81,17,89,72,32,2
2024/8/6,4492,4934,770,34803,1414,82226,1058,65324,54564,9644,552,783,554,534,880,1169,854,20691,34050,33912,6524,5882,59712.8711,31,54,76,94,25,77,70
2024/8/7,9597,4108,906,63349,2968,24480,546,49812,56588,6430,960,607,668,589,789,2746,8433,49703,27943,13740,9093,8574,25796.47742,25,71,44,32,94,69,40
2024/8/8,2105,2804,985,21885,1346,34719,1698,62245,73104,8412,727,632,920,637,552,8035,2157,50986,29040,24316,8438,2629,73624.72024,31,71,13,81,96,51,14
2024/8/9,9934,3394,777,92214,2906,17281,507,89733,65754,6147,610,654,873,965,510,5969,1059,14155,54223,33591,6953,4691,60744.29164,17,61,24,25,81,55,76
2024/8/10,6964,1044,598,46335,2325,77978,878,75407,63033,5764,769,816,886,503,926,3828,1374,5867,30823,47352,5240,7173,28153.17484,59,82,89,30,27,10,31
2024/8/11,9635,4897,891,75423,1845,80871,2782,35246,95551,5105,888,562,666,971,698,7189,6139,43380,31443,39086,8814,4189,10038.36686,98,84,52,69,48,37,1
2024/8/12,3721,2723,517,98905,1444,80891,2874,98929,77523,9445,988,576,836,680,864,3185,3576,33259,10624,42704,9502,4008,20713.1658,57,41,4,78,4,65,8
2024/8/13,3182,3687,544,76481,1480,73337,298,42602,61996,8032,733,712,953,772,893,1046,5669,46363,55630,26487,6568,9635,49949.79477,39,27,67,40,54,56,84
2024/8/14,3588,3090,737,79438,2988,48651,1749,30311,85849,7947,653,620,657,588,805,7969,8666,53425,16375,42341,5147,8918,41798.48716,53,61,40,84,58,40,40
2024/8/15,3527,4038,571,77972,1954,55320,2253,88924,66964,9101,706,623,591,967,985,3126,8203,55082,36806,16245,5461,3604,49594.8143,56,5,7,13,5,86,68
2024/8/16,6991,1281,657,49659,928,32874,243,75345,93926,8928,678,934,713,751,950,2564,3499,48879,33682,27401,7782,2730,29727.04141,21,75,6,16,24,77,79
2024/8/17,1888,4953,501,71809,2813,84036,2610,87758,76213,7657,633,827,818,686,970,3845,6936,9250,42019,25529,6071,1572,87608.39615,34,31,76,8,67,87,27
2024/8/18,5185,2447,613,98729,2994,21592,2152,44716,71854,3605,519,968,817,918,615,5731,8086,43499,14892,47687,9547,9906,50885.28084,32,72,21,32,57,60,42
2024/8/19,8668,783,678,57027,2416,93975,587,87114,54317,7470,778,951,923,823,586,8409,1725,19599,31523,42349,8804,3875,19643.27443,69,4,27,50,56,45,64
2024/8/20,4122,3008,697,50500,835,24236,1560,62224,53511,9285,731,887,520,533,988,4189,8663,49066,59694,51880,5887,2917,44193.58572,21,98,47,77,74,21,9
2024/8/21,4052,877,908,80646,2342,70262,1280,69459,53572,9416,661,899,524,669,849,5088,1414,29310,28375,57160,7638,9498,50005.25561,36,18,94,49,30,64,92
2024/8/22,6929,2892,579,92616,795,56604,954,93114,85938,2880,533,839,932,559,693,9173,2086,19247,32881,17178,6858,6802,2554.441377,1,69,54,66,36,87,71
2024/8/23,6781,3380,700,88941,2101,15073,1177,39692,62585,3109,550,697,718,694,908,3387,4673,40799,55855,44728,5442,7012,34227.87442,7,85,57,41,40,84,26
2024/8/24,3757,662,740,41601,1584,38097,752,74879,78717,2484,658,865,702,975,599,3938,3482,22911,10997,40580,6503,8199,52012.26045,6,55,53,25,75,55,27
2024/8/25,6246,4287,902,48447,2430,23906,1613,47198,78260,1698,933,789,855,866,693,2803,3155,52973,57488,45044,8879,7585,38035.78876,51,96,81,40,56,25,37
2024/8/26,4461,4768,565,37658,734,39551,1360,88575,52895,6257,551,510,677,781,618,9905,3368,52237,10995,43166,9788,8235,4944.840108,8,95,39,78,8,58,34
2024/8/27,7064,626,829,64325,598,65101,2264,83117,95703,8250,542,908,652,569,838,8950,8363,58966,16320,13218,9711,9151,18905.75942,91,9,61,88,58,57,6
2024/8/28,3923,4815,848,46888,1332,30167,462,62761,50878,9397,545,559,970,670,915,9276,842,42068,29980,47812,6206,6422,19418.45639,66,21,20,24,93,67,45
2024/8/29,2727,2916,747,80807,2597,45767,2515,51400,55665,7561,799,697,832,935,538,7450,1124,22201,22409,17057,9161,5187,55396.34299,46,11,13,42,65,28,86
2024/8/30,6075,688,676,10995,522,53417,2315,79471,96962,1888,694,765,669,931,576,3718,1642,33918,16415,45227,6498,5126,36735.49502,32,67,56,25,22,59,46
2024/8/31,8686,566,583,70226,1251,10878,108,30355,96862,2595,818,511,863,608,781,6476,7917,59574,50938,37035,9920,8232,47742.47605,4,46,11,97,15,62,92
2024/9/1,4282,4528,723,22678,343,63549,2060,95851,85085,5572,980,635,546,560,792,6483,2735,18298,45518,58858,9025,8677,9514.869413,45,89,89,15,43,73,19
2024/9/2,4970,3156,873,5605,599,90804,512,87208,85016,1792,838,945,601,784,865,4366,8724,57098,59438,36727,5324,9467,13384.17282,88,64,39,80,22,75,72
2024/9/3,4507,885,635,54580,1951,20057,1091,81385,50329,1278,794,502,663,768,878,7299,9949,52865,45989,16918,8389,2565,59379.6418,10,49,77,93,5,58,55
2024/9/4,8586,1799,920,14681,2143,47729,2745,37184,89164,8822,559,671,975,584,894,4041,4756,17971,45402,59686,5811,9859,57419.35021,24,22,19,4,26,51,11
2024/9/5,1442,2093,859,77530,2416,15638,2913,45506,98631,1678,830,836,695,890,714,7251,1315,55591,52689,29949,9231,9885,19063.77437,54,19,91,42,12,15,73
2024/9/6,8251,3505,726,86521,2728,42738,2906,83997,54966,7972,761,716,926,531,626,8668,7218,59599,57653,37004,7766,7716,37007.05048,52,59,59,34,24,90,40
2024/9/7,9404,3642,916,51660,2977,29632,374,96630,88625,8782,730,919,822,865,857,2184,7186,25161,59260,26192,9565,8191,73753.3523,28,63,39,82,9,36,39
2024/9/8,4432,2503,522,99198,2229,95451,1807,39370,75413,4505,673,507,928,607,946,9004,4251,53640,49974,38070,8252,1782,7274.18433,0,99,81,12,97,88,13
2024/9/9,4628,2122,838,87037,1397,57628,1912,90639,84649,4430,661,988,736,579,659,3821,9253,15363,25786,34904,8011,6167,63265.39075,33,10,60,22,92,95,60
2024/9/10,8779,599,938,65505,2662,32326,933,35981,63523,2678,960,536,737,622,533,5194,749,5990,18847,35570,5798,7046,75598.66791,97,24,8,90,15,85,77
2024/9/11,5741,4884,599,75466,2299,81487,1599,88704,89601,4896,873,703,501,936,646,9066,8141,50704,24453,50517,9018,1731,32047.39253,31,83,83,98,61,93,30
2024/9/12,7386,3627,835,44443,994,76677,2583,76450,76265,4649,661,506,622,836,529,1174,2934,42001,25651,53214,6737,4278,26482.46611,26,15,89,18,49,76,64
2024/9/13,3025,2951,807,58502,930,14292,2483,33360,51062,5075,836,633,741,739,686,9224,7256,25171,32445,31726,5430,1715,20052.63094,27,12,65,64,33,28,49
2024/9/14,9616,4542,828,10450,656,63518,2121,61307,51008,2483,946,672,767,630,547,1118,7024,20585,39379,59503,7819,5809,8767.679335,86,36,96,66,97,40,84
2024/9/15,5376,4969,824,92632,2225,14404,2125,56510,85060,1143,965,723,518,548,667,3464,5737,20127,34549,42127,7925,6534,49733.77342,16,19,5,19,9,89,10
2024/9/16,9155,735,644,40353,1122,67067,1915,62300,53213,6701,904,983,735,936,816,1176,9275,8311,33778,17430,6138,3320,33640.2919,48,14,68,32,90,49,87
2024/9/17,1905,2767,577,63212,2995,45631,1446,38785,82082,8509,504,513,896,894,807,5618,4522,48838,33742,58566,8184,6593,11170.44857,42,69,11,12,94,48,44
2024/9/18,8819,1714,506,5375,1123,67754,963,33259,68850,3805,565,934,625,638,520,4897,5514,41899,17338,39901,5171,7222,20912.69866,24,60,96,26,32,12,45
2024/9/19,5046,3560,951,30109,809,53605,1362,31882,70976,7245,825,850,715,624,972,8614,1354,8683,13679,59404,8662,5124,47754.0923,1,23,87,98,27,32,21
2024/9/20,8529,1862,739,67207,1637,82619,2308,50481,52707,8351,771,560,853,736,566,4339,5932,24691,54861,15461,6838,7537,13164.72977,51,53,52,93,37,87,20
2024/9/21,7826,773,753,42344,573,35542,160,88832,61976,2125,628,917,749,670,602,1257,899,53492,29119,35951,5999,5114,41592.53304,85,66,47,16,83,12,1
